,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
895,33,11,31,877,449,1235
896,31,9,30,915,538,1180
897,32,44,30,859,494,1180
898,30,39,35,840,447,1260
899,30,38,31,864,443,1244
900,31,37,31,865,443,1233
901,34,39,34,853,431,1200
902,30,15,30,845,402,1169
903,32,39,30,817,422,1038
904,32,37,30,777,459,1107
905,30,37,31,843,466,1039
906,30,38,31,802,486,1140
907,32,38,31,733,454,1115
908,33,35,32,773,486,1099
909,31,12,30,767,581,1068
910,30,41,32,728,487,1119
911,30,39,31,697,558,1136
912,32,41,35,723,482,1136
913,29,36,31,716,419,1168
914,31,40,31,722,441,1109
915,32,35,31,650,459,1208
916,31,13,31,676,452,1149
917,30,38,31,646,525,1183
918,30,38,31,692,509,1091
919,29,36,30,694,486,1091
920,29,35,30,702,504,1111
921,30,34,30,657,479,1109
922,30,35,30,639,568,1120
923,30,56,30,616,531,1155
924,34,41,34,587,456,1204
925,30,37,30,522,449,1207
926,28,37,30,538,451,1131
927,28,38,16,482,476,1182
928,30,37,30,481,433,1137
929,31,33,30,513,441,1128
930,30,36,30,455,429,1093
931,30,37,31,617,413,1097
932,30,38,30,581,398,1102
933,29,35,30,496,433,1105
934,29,35,14,512,443,1035
935,30,34,32,496,460,1046
936,34,38,35,437,431,1027
937,30,38,32,511,419,1081
938,30,38,31,435,413,1120
939,31,38,32,394,435,1180
940,30,37,29,454,433,1125
941,30,38,14,424,385,1179
942,42,34,31,444,348,1155
943,30,33,32,351,361,1090
944,30,34,31,464,323,1085
945,30,37,31,525,333,1087
946,11,34,31,479,348,1137
947,34,38,32,545,311,1135
948,31,35,14,457,324,1022
949,31,14,31,523,316,1058
950,30,9,31,600,306,1171
951,30,30,31,525,288,1199
952,31,30,31,469,262,1192
953,30,30,32,427,266,1150
954,30,30,29,402,323,1095
955,32,30,31,369,248,1064
956,30,30,31,333,311,1031
957,30,28,31,394,312,1063
958,30,29,30,445,308,1067
959,34,34,33,440,300,1077
960,31,30,31,460,332,1009
961,31,30,29,449,349,1004
962,32,30,10,482,398,1018
963,30,30,31,492,418,1106
964,31,29,31,482,407,1203
965,30,29,31,392,372,1213
966,30,30,13,443,393,1162
967,30,30,30,466,447,1153
968,45,30,11,490,373,1069
969,31,30,41,503,340,1086
970,31,31,31,486,315,1106
971,34,33,35,563,318,1060
972,31,28,31,468,287,1054
973,30,30,32,479,261,1055
974,31,30,31,491,317,993
975,14,32,29,477,408,1036
976,32,30,30,567,416,1088
977,30,33,31,509,451,1119
978,31,30,31,457,461,1104
979,31,31,31,463,469,1061
980,31,31,31,459,551,1058
981,30,31,31,461,461,1067
982,17,34,32,459,445,1046
983,31,10,31,457,430,1077
984,30,9,31,495,409,1086
985,31,30,32,444,454,1105
986,31,31,32,472,401,1050
987,31,31,31,454,404,1043
988,32,33,31,457,452,1068
989,14,31,28,495,426,1100
990,31,32,31,493,413,1102
991,31,41,32,443,423,1191
992,31,36,32,426,422,1198
993,31,32,31,437,460,1191
994,36,35,35,439,410,1167
995,31,32,32,401,407,1152
996,11,30,29,409,422,1096
997,30,31,30,421,441,1104
998,31,31,31,382,399,1063
999,42,14,43,418,427,1086
