,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
822,30,30,31,40918,2863,2552
823,31,37,30,40360,2278,1991
824,29,30,32,39837,1876,1469
825,34,35,15,39844,1652,1285
826,31,30,31,39871,1589,1195
827,30,31,32,41219,2859,2717
828,32,31,34,40664,2229,2114
829,30,31,29,40172,1701,1567
830,34,38,35,40120,1626,1480
831,31,32,31,40125,1612,1377
832,30,33,11,41419,2824,2564
833,30,31,32,40862,2218,1927
834,30,31,31,40347,1754,1349
835,30,31,39,40394,1558,1304
836,34,34,36,40342,1531,1299
837,31,30,31,41663,2706,2581
838,30,30,32,41107,2139,1958
839,45,30,31,40580,1639,1436
840,30,30,31,40603,1518,1335
841,30,31,31,40632,1520,1241
842,34,34,36,41883,2807,2623
843,30,30,36,41331,2204,2052
844,31,32,32,40856,1720,1563
845,30,29,31,40820,1648,1276
846,13,30,31,40856,1594,1248
847,31,29,32,42131,2820,2605
848,35,33,36,41576,2222,2013
849,30,30,31,41112,1747,1452
850,31,30,31,41044,1629,1297
851,30,31,32,41100,1676,1294
852,31,31,31,42384,2861,2671
853,31,30,32,41826,2259,2067
854,34,33,35,41361,1732,1481
855,30,30,30,41311,1584,1412
856,30,31,29,41293,1629,1350
857,29,30,31,42630,2794,2564
858,28,30,30,42076,2232,1959
859,30,30,31,41610,1741,1403
860,21,35,37,41513,1576,1221
861,31,30,35,41608,1549,1223
862,34,30,30,42805,2785,2566
863,33,31,30,42246,2178,1970
864,31,30,30,41771,1707,1402
865,34,32,35,41764,1531,1322
866,9,30,30,41814,1526,1275
867,12,44,32,43062,2782,2661
868,32,30,31,42510,2204,2047
869,31,31,30,42038,1680,1477
870,31,31,35,42013,1573,1417
871,33,33,34,42043,1591,1336
872,29,29,40,43354,2810,2691
873,30,31,35,42799,2211,2079
874,11,14,31,42328,1731,1494
875,30,30,30,42278,1643,1452
876,31,31,30,42303,1626,1379
877,34,34,34,43609,2881,2589
878,32,30,30,43049,2297,2015
879,30,39,32,42537,1757,1482
880,30,30,17,42557,1654,1396
881,15,14,31,42592,1588,1318
882,31,32,32,43854,2767,2576
883,34,34,34,43299,2167,1972
884,31,31,30,42786,1641,1379
885,34,30,30,42825,1556,1306
886,30,29,30,42802,1526,1305
887,31,31,14,44082,2849,2637
888,31,14,32,43527,2252,2071
889,35,34,35,43031,1803,1611
890,32,31,31,43013,1633,1347
891,31,30,30,43073,1579,1331
892,31,30,31,44383,2799,2670
893,31,30,33,43828,2200,2059
894,32,32,14,43357,1657,1583
895,36,15,40,43277,1550,1390
896,31,30,34,43308,1506,1343
897,33,30,32,44633,2766,2696
898,32,31,31,44078,2165,2090
899,31,31,30,43600,1671,1557
900,29,29,31,43560,1534,1417
901,32,34,18,43563,1576,1403
902,30,11,31,44871,2649,2634
903,10,32,31,44315,2082,2018
904,31,31,31,43849,1519,1437
905,32,31,33,43796,1476,1298
906,34,34,39,43853,1438,1295
907,29,30,32,45095,2759,2641
908,30,31,15,44541,2168,2040
909,31,31,32,44069,1603,1478
910,10,31,33,44046,1579,1379
911,10,32,34,44099,1479,1372
912,34,34,36,45351,2789,2627
913,31,31,38,44803,2187,2024
914,29,31,32,44281,1664,1492
915,30,31,12,44289,1565,1476
916,31,31,32,44308,1579,1427
917,30,32,31,45635,2720,2698
918,33,35,38,45069,2129,2091
919,31,30,31,44590,1703,1536
920,30,30,31,44568,1540,1541
921,28,29,31,44548,1480,1529
922,28,28,40,45952,2689,2729
923,30,31,31,45387,2125,2104
924,35,34,37,44925,1609,1569
925,30,30,32,44760,1485,1514
926,30,31,32,44927,1451,1468
927,30,32,31,46197,2737,2687
928,29,29,31,45641,2125,2092
929,30,29,31,45174,1617,1612
930,34,34,37,45115,1439,1451
931,30,31,34,45188,1443,1384
932,30,30,31,46446,2784,2637
933,30,52,31,45891,2193,2099
934,30,38,31,45452,1734,1544
935,30,29,31,45301,1559,1477
936,33,33,37,45379,1582,1383
937,31,32,32,46734,2805,2672
938,30,31,31,46179,2211,2060
939,31,30,31,45769,1717,1516
940,30,30,32,45670,1554,1504
941,30,34,31,45745,1539,1465
942,33,34,35,47040,2810,2708
943,45,30,32,46470,2207,2105
944,31,31,30,46038,1665,1577
945,31,31,30,45952,1631,1449
946,31,30,29,46047,1540,1463
947,35,35,42,47326,2814,2765
948,30,30,31,46779,2182,2144
949,30,30,30,46288,1700,1582
950,14,30,30,46238,1560,1486
951,36,31,30,46259,1538,1492
952,31,29,30,47596,2794,2698
953,34,34,41,47042,2193,2134
954,31,31,30,46547,1701,1658
955,30,31,31,46520,1652,1437
956,32,29,30,46569,1526,1436
957,14,30,31,47853,2719,2693
958,31,30,31,47294,2119,2084
959,34,33,34,46895,1622,1692
960,31,30,29,46811,1499,1538
961,30,30,32,46908,1511,1501
962,29,30,31,48197,2733,2732
963,31,29,30,47641,2138,2132
964,14,30,31,47275,1569,1614
965,35,34,44,47103,1528,1514
966,30,30,31,47118,1566,1514
967,31,31,30,48433,2742,2667
968,31,31,31,47878,2176,2063
969,29,29,31,47508,1749,1582
970,30,30,28,47360,1615,1446
971,14,49,34,47406,1610,1457
972,31,30,31,48687,2792,2718
973,31,30,31,48119,2160,2129
974,31,30,29,47752,1753,1607
975,30,29,31,47593,1637,1472
976,30,29,30,47656,1550,1442
977,35,33,18,48941,2758,2661
978,11,14,31,48393,2162,2050
979,31,31,31,47998,1651,1518
980,31,31,39,47868,1536,1435
981,31,32,38,47931,1576,1355
982,32,31,30,49251,2724,2689
983,32,37,35,48695,2097,2083
984,31,31,22,48233,1527,1538
985,17,14,32,48139,1457,1481
986,31,31,31,48185,1535,1408
987,31,32,31,49536,2734,2813
988,35,34,36,48980,2168,2218
989,31,30,31,48518,1652,1647
990,29,29,31,48458,1530,1538
991,31,30,15,48477,1481,1518
992,31,14,33,49757,2745,2693
993,31,31,37,49205,2143,2089
994,35,36,35,48726,1639,1569
995,32,31,31,48663,1472,1444
996,32,31,31,48673,1468,1403
997,29,30,42,50035,2799,2657
998,31,31,22,49479,2181,2092
999,42,11,43,48925,1569,1489
